"_id","Name","Direction","FarEndPoint","StartPoint","EndPoint","EstimatedTime","CreateDate"
"110187762","AYE",2,"CITY","BENOI RD","PIONEER CIRCUS",2,1455724731350
"110187763","AYE",2,"CITY","PIONEER CIRCUS","JALAN BOON LAY",1,1455724731357
"110187764","AYE",2,"CITY","JALAN BOON LAY","YUAN CHING RD",2,1455724731553
"110187765","AYE",2,"CITY","YUAN CHING RD","JURONG TOWN HALL RD",2,1455724731560
"110187766","AYE",2,"CITY","JURONG TOWN HALL RD","CLEMENTI AVE 6",2,1455724731567
"110187767","AYE",2,"CITY","CLEMENTI AVE 6","CLEMENTI AVE 2",1,1455724731573
"110187768","AYE",2,"CITY","CLEMENTI AVE 2","CLEMENTI RD",1,1455724731580
"110187769","AYE",2,"CITY","CLEMENTI RD","NORTH BUONA VISTA RD",2,1455724731587
"110187770","AYE",2,"CITY","NORTH BUONA VISTA RD","PORTSDOWN RD",1,1455724731593
"110187771","AYE",2,"CITY","PORTSDOWN RD","ALEXANDRA RD",1,1455724731653
"110187772","AYE",2,"CITY","ALEXANDRA RD","LOWER DELTA RD",3,1455724731660
"110187773","AYE",2,"CITY","LOWER DELTA RD","KEPPEL RD",1,1455724731733
"110187774","AYE",2,"CITY","KEPPEL RD","AYE/MCE INTERCHANGE",2,1455724731760
"110187775","BKE",1,"WOODLANDS CENTRE","BKE/PIE INTERCHANGE","DIARY FARM",2,1455724731770
"110187776","BKE",1,"WOODLANDS CENTRE","DIARY FARM","BUKIT PANJANG RD",1,1455724731860
"110187777","BKE",1,"WOODLANDS CENTRE","BUKIT PANJANG RD","BKE/KJE INTERCHANGE",1,1455724731877
"110187778","BKE",1,"WOODLANDS CENTRE","BKE/KJE INTERCHANGE","MANDAI RD",2,1455724731883
"110187779","BKE",1,"WOODLANDS CENTRE","MANDAI RD","BKE/SLE INTERCHANGE",1,1455724732020
"110187780","BKE",1,"WOODLANDS CENTRE","BKE/SLE INTERCHANGE","WOODLANDS AVE 3",1,1455724732033
"110187781","BKE",1,"WOODLANDS CENTRE","WOODLANDS AVE 3","WOODLANDS CENTRE",1,1455724732037
"110187782","BKE",2,"PIE","WOODLANDS CENTRE","BKE/SLE INTERCHANGE",1,1455724732117
"110187783","BKE",2,"PIE","BKE/SLE INTERCHANGE","MANDAI RD",1,1455724732123
"110187784","BKE",2,"PIE","MANDAI RD","BKE/KJE INTERCHANGE",1,1455724732130
"110187785","BKE",2,"PIE","BKE/KJE INTERCHANGE","BUKIT PANJANG RD",2,1455724732193
"110187786","BKE",2,"PIE","BUKIT PANJANG RD","DIARY FARM ROAD",1,1455724732200
"110187787","BKE",2,"PIE","DIARY FARM ROAD","BKE/PIE INTERCHANGE",2,1455724732250
"110187788","CTE",1,"SLE/CTE INTERCHANGE","AYE/CTE INTERCHANGE","OUTRAM RD",1,1455724732330
"110187789","CTE",1,"SLE/CTE INTERCHANGE","OUTRAM RD","CLEMENCEAU AVE",1,1455724732340
"110187790","CTE",1,"SLE/CTE INTERCHANGE","CLEMENCEAU AVE","MOULMEIN RD",4,1455724732347
"110187791","CTE",1,"SLE/CTE INTERCHANGE","MOULMEIN RD","JALAN BAHAGIA",1,1455724732397
"110187792","CTE",1,"SLE/CTE INTERCHANGE","JALAN BAHAGIA","CTE/PIE INTERCHANGE",1,1455724732403
"110187793","CTE",1,"SLE/CTE INTERCHANGE","CTE/PIE INTERCHANGE","BRADDELL RD",2,1455724732410
"110187794","CTE",1,"SLE/CTE INTERCHANGE","BRADDELL RD","AMK AVE 1",1,1455724732493
"110187795","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 1","AMK AVE 3",2,1455724732500
"110187796","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 3","AMK AVE 5",1,1455724732640
"110187797","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 5","YIO CHU KANG",1,1455724732663
"110187798","CTE",1,"SLE/CTE INTERCHANGE","YIO CHU KANG","SLE/CTE INTERCHANGE",1,1455724732703
"110187799","CTE",2,"CITY","SLE/CTE INTERCHANGE","AMK AVE 5",2,1455724732713
"110187800","CTE",2,"CITY","AMK AVE 5","AMK AVE 3",1,1455724732720
"110187801","CTE",2,"CITY","AMK AVE 3","AMK AVE 1",1,1455724732790
"110187802","CTE",2,"CITY","AMK AVE 1","BRADDELL RD",2,1455724732827
"110187803","CTE",2,"CITY","BRADDELL RD","CTE/PIE INTERCHANGE",1,1455724732857
"110187804","CTE",2,"CITY","CTE/PIE INTERCHANGE","MOULMEIN RD",2,1455724732860
"110187805","CTE",2,"CITY","MOULMEIN RD","BUKIT TIMAH RD",1,1455724732997
"110187806","CTE",2,"CITY","BUKIT TIMAH RD","CAIRNHILL CIRCLE",1,1455724733007
"110187807","CTE",2,"CITY","CAIRNHILL CIRCLE","ORCHARD RD",1,1455724733213
"110187808","CTE",2,"CITY","ORCHARD RD","HAVELOCK RD",2,1455724733220
"110187809","CTE",2,"CITY","HAVELOCK RD","OUTRAM RD",1,1455724733393
"110187810","CTE",2,"CITY","OUTRAM RD","AYE/CTE INTERCHANGE",1,1455724733413
"110187811","ECP",1,"CITY","CHANGI AIRPORT","ECP/PIE INTERCHANGE",1,1455724733420
"110187812","ECP",1,"CITY","ECP/PIE INTERCHANGE","XILIN AVE",2,1455724733427
"110187813","ECP",1,"CITY","XILIN AVE","ECP SERVICE RD",1,1455724733580
"110187814","ECP",1,"CITY","ECP SERVICE RD","BEDOK RD",3,1455724733593
"110187815","ECP",1,"CITY","BEDOK RD","MARINE PARADE",2,1455724733600
"110187816","ECP",1,"CITY","MARINE PARADE","FORT RD",3,1455724733633
"110187817","ECP",1,"CITY","FORT RD","ROCHOR RD",3,1455724733737
"110187818","ECP",2,"CHANGI AIRPORT","ROCHOR RD","FORT RD",3,1455724733910
"110187819","ECP",2,"CHANGI AIRPORT","FORT RD","TANJONG KATONG ROAD",1,1455724733920
"110187820","ECP",2,"CHANGI AIRPORT","TANJONG KATONG ROAD","MARINE PARADE",1,1455724733927
"110187821","ECP",2,"CHANGI AIRPORT","MARINE PARADE","MARINE VISTA",1,1455724733977
"110187822","ECP",2,"CHANGI AIRPORT","MARINE VISTA","SIGLAP RD",1,1455724733990
"110187823","ECP",2,"CHANGI AIRPORT","SIGLAP RD","BEDOK RD",1,1455724734017
"110187824","ECP",2,"CHANGI AIRPORT","BEDOK RD","ECP SERVICE RD",1,1455724734023
"110187825","ECP",2,"CHANGI AIRPORT","ECP SERVICE RD","BAYSHORE RD",1,1455724734080
"110187826","ECP",2,"CHANGI AIRPORT","BAYSHORE RD","XILIN AVE",3,1455724734137
"110187827","ECP",2,"CHANGI AIRPORT","XILIN AVE","CHANGI AIRPORT",2,1455724734147
"110187828","KJE",1,"PIE","BKE/KJE INTERCHANGE","WOODLANDS RD",2,1455724734173
"110187829","KJE",1,"PIE","WOODLANDS RD","CHOA CHU KANG WAY",1,1455724734200
"110187830","KJE",1,"PIE","CHOA CHU KANG WAY","SUNGEI TENGAH",1,1455724734210
"110187831","KJE",1,"PIE","SUNGEI TENGAH","KJE/PIE INTERCHANGE(JALAN BAHAR FLYOVER)",4,1455724734257
"110187832","KJE",2,"BKE","KJE/PIE INTERCHANGE(JALAN BAHAR FLYOVER)","SUNGEI TENGAH",3,1455724734273
"110187833","KJE",2,"BKE","SUNGEI TENGAH","CHOA CHU KANG WAY",2,1455724734310
"110187834","KJE",2,"BKE","CHOA CHU KANG WAY","WOODLANDS RD",1,1455724734330
"110187835","KJE",2,"BKE","WOODLANDS RD","BKE/KJE INTERCHANGE",2,1455724734337
"110187836","PIE",1,"UPPER JURONG RD","PIE/ECP INTERCHANGE","CHANGI SOUTH",1,1455724734343
"110187837","PIE",1,"UPPER JURONG RD","CHANGI SOUTH","PIE/TPE INTERCHANGE",1,1455724734437
"110187838","PIE",1,"UPPER JURONG RD","PIE/TPE INTERCHANGE","SIMEI",1,1455724734440
"110187839","PIE",1,"UPPER JURONG RD","SIMEI","TAMPINES TOWN",1,1455724734580
"110187840","PIE",1,"UPPER JURONG RD","TAMPINES TOWN","TAMPINES AVE 5",1,1455724734623
"110187841","PIE",1,"UPPER JURONG RD","TAMPINES AVE 5","JALAN EUNOS",4,1455724734633
"110187842","PIE",1,"UPPER JURONG RD","JALAN EUNOS","PAYA LEBAR WAY",2,1455724734640
"110187843","PIE",1,"UPPER JURONG RD","PAYA LEBAR WAY","BENDEMEER EXIT",2,1455724734683
"110187844","PIE",1,"UPPER JURONG RD","BENDEMEER EXIT","PIE/CTE (CITY) INTERCHANGE",1,1455724734690
"110187845","PIE",1,"UPPER JURONG RD","PIE/CTE (CITY) INTERCHANGE","PIE/CTE (SLE) INTERCHANGE",1,1455724734737
"110187846","PIE",1,"UPPER JURONG RD","PIE/CTE (SLE) INTERCHANGE","KIM KEAT LINK",1,1455724734743
"110187847","PIE",1,"UPPER JURONG RD","KIM KEAT LINK","THOMSON RD",1,1455724734790
"110187848","PIE",1,"UPPER JURONG RD","THOMSON RD","WHITLEY RD",1,1455724734807
"110187849","PIE",1,"UPPER JURONG RD","WHITLEY RD","ADAM RD",2,1455724734810
"110187850","PIE",1,"UPPER JURONG RD","ADAM RD","ENG NEO AVE",1,1455724734907
"110187851","PIE",1,"UPPER JURONG RD","ENG NEO AVE","PIE/BKE INTERCHANGE",1,1455724734950
"110187852","PIE",1,"UPPER JURONG RD","PIE/BKE INTERCHANGE","CLEMENTI RD",2,1455724734953
"110187853","PIE",1,"UPPER JURONG RD","CLEMENTI RD","CLEMENTI AVE 6",2,1455724735000
"110187854","PIE",1,"UPPER JURONG RD","CLEMENTI AVE 6","BUKIT BATOK EAST AVE 3",0,1455724735007
"110187855","PIE",1,"UPPER JURONG RD","BUKIT BATOK EAST AVE 3","JURONG TOWN HALL RD",2,1455724735013
"110187856","PIE",1,"UPPER JURONG RD","JURONG TOWN HALL RD","JURONG EAST AVE 1",1,1455724735023
"110187857","PIE",1,"UPPER JURONG RD","JURONG EAST AVE 1","JURONG WEST AVE 2",1,1455724735030
"110187858","PIE",1,"UPPER JURONG RD","JURONG WEST AVE 2","PIE/KJE INTERCHANGE",1,1455724735037
"110187859","PIE",1,"UPPER JURONG RD","PIE/KJE INTERCHANGE","JALAN BAHAR",1,1455724735047
"110187860","PIE",1,"UPPER JURONG RD","JALAN BAHAR","PIONEER RD NORTH",1,1455724735050
"110187861","PIE",1,"UPPER JURONG RD","PIONEER RD NORTH","UPPER JURONG RD",2,1455724735060
"110187862","PIE",2,"CHANGI AIRPORT","UPPER JURONG RD","PIONEER RD NORTH",2,1455724735067
"110187863","PIE",2,"CHANGI AIRPORT","PIONEER RD NORTH","JALAN BAHAR",1,1455724735073
"110187864","PIE",2,"CHANGI AIRPORT","JALAN BAHAR","PIE/KJE INTERCHANGE",1,1455724735080
"110187865","PIE",2,"CHANGI AIRPORT","PIE/KJE INTERCHANGE","JURONG RD",1,1455724735087
"110187866","PIE",2,"CHANGI AIRPORT","JURONG RD","JURONG TOWN HALL RD",2,1455724735093
"110187867","PIE",2,"CHANGI AIRPORT","JURONG TOWN HALL RD","BUKIT BATOK EAST AVE 3",2,1455724735100
"110187868","PIE",2,"CHANGI AIRPORT","BUKIT BATOK EAST AVE 3","CLEMENTI AVE 6",1,1455724735107
"110187869","PIE",2,"CHANGI AIRPORT","CLEMENTI AVE 6","BUKIT TIMAH RD",1,1455724735113
"110187870","PIE",2,"CHANGI AIRPORT","BUKIT TIMAH RD","PIE/BKE INTERCHANGE",2,1455724735123
"110187871","PIE",2,"CHANGI AIRPORT","PIE/BKE INTERCHANGE","ENG NEO AVE",2,1455724735137
"110187872","PIE",2,"CHANGI AIRPORT","ENG NEO AVE","LORNIE RD",1,1455724735147
"110187873","PIE",2,"CHANGI AIRPORT","LORNIE RD","WHITLEY RD",1,1455724735157
"110187874","PIE",2,"CHANGI AIRPORT","WHITLEY RD","THOMSON RD",1,1455724735163
"110187875","PIE",2,"CHANGI AIRPORT","THOMSON RD","KIM KEAT LINK",2,1455724735170
"110187876","PIE",2,"CHANGI AIRPORT","KIM KEAT LINK","PIE/CTE INTERCHANGE",1,1455724735177
"110187877","PIE",2,"CHANGI AIRPORT","PIE/CTE INTERCHANGE","KALLANG WAY",2,1455724735183
"110187878","PIE",2,"CHANGI AIRPORT","KALLANG WAY","PAYA LEBAR WAY",2,1455724735190
"110187879","PIE",2,"CHANGI AIRPORT","PAYA LEBAR WAY","JALAN EUNOS",1,1455724735197
"110187880","PIE",2,"CHANGI AIRPORT","JALAN EUNOS","BEDOK RESERVOIR RD",1,1455724735203
"110187881","PIE",2,"CHANGI AIRPORT","BEDOK RESERVOIR RD","BEDOK NORTH RD",0,1455724735210
"110187882","PIE",2,"CHANGI AIRPORT","BEDOK NORTH RD","TAMPINES AVE 5",3,1455724735217
"110187883","PIE",2,"CHANGI AIRPORT","TAMPINES AVE 5","SIMEI AVE",0,1455724735223
"110187884","PIE",2,"CHANGI AIRPORT","SIMEI AVE","TAMPINES ST 31",1,1455724735230
"110187885","PIE",2,"CHANGI AIRPORT","TAMPINES ST 31","PIE/TPE INTERCHANGE",1,1455724735237
"110187886","PIE",2,"CHANGI AIRPORT","PIE/TPE INTERCHANGE","PIE/ECP INTERCHANGE",2,1455724735240
"110187887","SLE",1,"BKE","CTE/SLE INTERCHANGE ","YISHUN",2,1455724735247
"110187888","SLE",1,"BKE","YISHUN","UPPER THOMSON",2,1455724735253
"110187889","SLE",1,"BKE","UPPER THOMSON","MANDIA RD",3,1455724735263
"110187890","SLE",1,"BKE","MANDIA RD","WOODLANDS AVE 12",1,1455724735270
"110187891","SLE",1,"BKE","WOODLANDS AVE 12","WOODLANDS AVE 2",1,1455724735277
"110187892","SLE",1,"BKE","WOODLANDS AVE 2","BKE/SLE INTERCHANGE",1,1455724735287
"110187893","SLE",2,"CTE","BKE/SLE INTERCHANGE","WOODLANDS AVE 2",1,1455724735293
"110187894","SLE",2,"CTE","WOODLANDS AVE 2","WOODLANDS AVE 12",1,1455724735300
"110187895","SLE",2,"CTE","WOODLANDS AVE 12","MANDAI RD",1,1455724735320
"110187896","SLE",2,"CTE","MANDAI RD","UPPER THOMSON",2,1455724735327
"110187897","SLE",2,"CTE","UPPER THOMSON","LENTOR AVE",1,1455724735333
"110187898","SLE",2,"CTE","LENTOR AVE","TPE/PIE INTERCHANGE",2,1455724735340
"110187899","SLE",2,"CTE","TPE/PIE INTERCHANGE","YIO CHU KANG",1,1455724735347
"110187900","SLE",2,"CTE","YIO CHU KANG","CTE/SLE INTERCHANGE",1,1455724735353
"110187901","TPE",1,"CTE/SLE","PIE/TPE INTERCHANGE","TAMPINES AVE 7",1,1455724735360
"110187902","TPE",1,"CTE/SLE","TAMPINES AVE 7","TAMPINES AVE 12",2,1455724735363
"110187903","TPE",1,"CTE/SLE","TAMPINES AVE 12","PASIR RIS DRIVE 8",0,1455724735370
"110187904","TPE",1,"CTE/SLE","PASIR RIS DRIVE 8","TAMPINES ROAD",1,1455724735377
"110187905","TPE",1,"CTE/SLE","TAMPINES ROAD","TAMPINES AVE 10",1,1455724735383
"110187906","TPE",1,"CTE/SLE","TAMPINES AVE 10","LOR HALUS",1,1455724735390
"110187907","TPE",1,"CTE/SLE","LOR HALUS","PUNGGOL RD",2,1455724735397
"110187908","TPE",1,"CTE/SLE","PUNGGOL RD","SENGKANG EXIT",1,1455724735400
"110187909","TPE",1,"CTE/SLE","SENGKANG EXIT","JALAN KAYU",2,1455724735407
"110187910","TPE",1,"CTE/SLE","JALAN KAYU","SLE/CTE/TPE INTERCHANGE",1,1455724735413
"110187911","TPE",2,"PIE","SLE/CTE/TPE INTERCHANGE","JALAN KAYU",1,1455724735420
"110187912","TPE",2,"PIE","JALAN KAYU","SENGKANG EXIT",2,1455724735427
"110187913","TPE",2,"PIE","SENGKANG EXIT","PUNGGOL RD",1,1455724735433
"110187914","TPE",2,"PIE","PUNGGOL RD","LOR HARUS",2,1455724735440
"110187915","TPE",2,"PIE","LOR HARUS","PASIR RIS DRIVE 12",2,1455724735443
"110187916","TPE",2,"PIE","PASIR RIS DRIVE 12","ELIAS ROAD",1,1455724735450
"110187917","TPE",2,"PIE","ELIAS ROAD","PASIR RIS DRIVE 8",1,1455724735457
"110187918","TPE",2,"PIE","PASIR RIS DRIVE 8","TAMPINES AVE 7",2,1455724735467
"110187919","TPE",2,"PIE","TAMPINES AVE 7","LOYANG AVE",1,1455724735477
"110187920","TPE",2,"PIE","LOYANG AVE","PIE/TPE INTERCHANGE",1,1455724735480
"110188637","AYE",1,"TUAS CHECKPOINT","AYE/MCE INTERCHANGE","TELOK BLANGAH RD",1,1455725649337
"110188638","AYE",1,"TUAS CHECKPOINT","TELOK BLANGAH RD","LOWER DELTA RD",1,1455725649340
"110188639","AYE",1,"TUAS CHECKPOINT","LOWER DELTA RD","NORMANTON PARK",3,1455725649430
"110188640","AYE",1,"TUAS CHECKPOINT","NORMANTON PARK","NORTH BUONA VISTA RD",1,1455725649437
"110188641","AYE",1,"TUAS CHECKPOINT","NORTH BUONA VISTA RD","CLEMENTI RD",2,1455725649480
"110188642","AYE",1,"TUAS CHECKPOINT","CLEMENTI RD","WEST COAST RD",1,1455725649510
"110188643","AYE",1,"TUAS CHECKPOINT","WEST COAST RD","CLEMENTI AVE 6",1,1455725649550
"110188644","AYE",1,"TUAS CHECKPOINT","CLEMENTI AVE 6","JURONG TOWN HALL RD",2,1455725649557
"110188645","AYE",1,"TUAS CHECKPOINT","JURONG TOWN HALL RD","PENJURU RD",1,1455725649710
"110188646","AYE",1,"TUAS CHECKPOINT","PENJURU RD","JURONG PORT RD",2,1455725649717
"110188647","AYE",1,"TUAS CHECKPOINT","JURONG PORT RD","JURONG PIER RD",1,1455725649733
"110188648","AYE",1,"TUAS CHECKPOINT","JURONG PIER RD","PIONEER CIRCUS",2,1455725649750
"110188649","AYE",1,"TUAS CHECKPOINT","PIONEER CIRCUS","BENOI RD",2,1455725649753
"110188650","AYE",1,"TUAS CHECKPOINT","BENOI RD","AYE/PIE INTERCHANGE",2,1455725649857
"110188651","AYE",1,"TUAS CHECKPOINT","AYE/PIE INTERCHANGE","TUAS WEST RD",2,1455725649973
"110188652","AYE",1,"TUAS CHECKPOINT","TUAS WEST RD","TUAS WEST DRIVE",2,1455725649980
"110188653","AYE",1,"TUAS CHECKPOINT","TUAS WEST DRIVE","TUAS CHECKPOINT",1,1455725650113
"110188654","AYE",2,"CITY","TUAS CHECKPOINT","TUAS WEST RD",1,1455725650120
"110188655","AYE",2,"CITY","TUAS WEST RD","AYE/PIE INTERCHANGE",2,1455725650167
"110188656","AYE",2,"CITY","AYE/PIE INTERCHANGE","BENOI RD",2,1455725650177
"110188657","AYE",2,"CITY","BENOI RD","PIONEER CIRCUS",2,1455725650180
"110188658","AYE",2,"CITY","PIONEER CIRCUS","JALAN BOON LAY",1,1455725650207
"110188659","AYE",2,"CITY","JALAN BOON LAY","YUAN CHING RD",2,1455725650227
"110188660","AYE",2,"CITY","YUAN CHING RD","JURONG TOWN HALL RD",2,1455725650233
"110188661","AYE",2,"CITY","JURONG TOWN HALL RD","CLEMENTI AVE 6",2,1455725650363
"110188662","AYE",2,"CITY","CLEMENTI AVE 6","CLEMENTI AVE 2",1,1455725650370
"110188663","AYE",2,"CITY","CLEMENTI AVE 2","CLEMENTI RD",1,1455725650413
"110188664","AYE",2,"CITY","CLEMENTI RD","NORTH BUONA VISTA RD",2,1455725650460
"110188665","AYE",2,"CITY","NORTH BUONA VISTA RD","PORTSDOWN RD",1,1455725650467
"110188666","AYE",2,"CITY","PORTSDOWN RD","ALEXANDRA RD",1,1455725650530
"110188667","AYE",2,"CITY","ALEXANDRA RD","LOWER DELTA RD",3,1455725650537
"110188668","AYE",2,"CITY","LOWER DELTA RD","KEPPEL RD",1,1455725650683
"110188669","AYE",2,"CITY","KEPPEL RD","AYE/MCE INTERCHANGE",2,1455725650693
"110188670","BKE",1,"WOODLANDS CENTRE","BKE/PIE INTERCHANGE","DIARY FARM",2,1455725650700
"110188671","BKE",1,"WOODLANDS CENTRE","DIARY FARM","BUKIT PANJANG RD",1,1455725650753
"110188672","BKE",1,"WOODLANDS CENTRE","BUKIT PANJANG RD","BKE/KJE INTERCHANGE",1,1455725650780
"110188673","BKE",1,"WOODLANDS CENTRE","BKE/KJE INTERCHANGE","MANDAI RD",2,1455725650820
"110188674","BKE",1,"WOODLANDS CENTRE","MANDAI RD","BKE/SLE INTERCHANGE",1,1455725650827
"110188675","BKE",1,"WOODLANDS CENTRE","BKE/SLE INTERCHANGE","WOODLANDS AVE 3",1,1455725650870
"110188676","BKE",1,"WOODLANDS CENTRE","WOODLANDS AVE 3","WOODLANDS CENTRE",1,1455725650970
"110188677","BKE",2,"PIE","WOODLANDS CENTRE","BKE/SLE INTERCHANGE",1,1455725651110
"110188678","BKE",2,"PIE","BKE/SLE INTERCHANGE","MANDAI RD",1,1455725651133
"110188679","BKE",2,"PIE","MANDAI RD","BKE/KJE INTERCHANGE",1,1455725651140
"110188680","BKE",2,"PIE","BKE/KJE INTERCHANGE","BUKIT PANJANG RD",2,1455725651293
"110188681","BKE",2,"PIE","BUKIT PANJANG RD","DIARY FARM ROAD",1,1455725651310
"110188682","BKE",2,"PIE","DIARY FARM ROAD","BKE/PIE INTERCHANGE",2,1455725651320
"110188683","CTE",1,"SLE/CTE INTERCHANGE","AYE/CTE INTERCHANGE","OUTRAM RD",1,1455725651417
"110188684","CTE",1,"SLE/CTE INTERCHANGE","OUTRAM RD","CLEMENCEAU AVE",1,1455725651433
"110188685","CTE",1,"SLE/CTE INTERCHANGE","CLEMENCEAU AVE","MOULMEIN RD",4,1455725651440
"110188686","CTE",1,"SLE/CTE INTERCHANGE","MOULMEIN RD","JALAN BAHAGIA",1,1455725651523
"110188687","CTE",1,"SLE/CTE INTERCHANGE","JALAN BAHAGIA","CTE/PIE INTERCHANGE",1,1455725651530
"110188688","CTE",1,"SLE/CTE INTERCHANGE","CTE/PIE INTERCHANGE","BRADDELL RD",2,1455725651550
"110188689","CTE",1,"SLE/CTE INTERCHANGE","BRADDELL RD","AMK AVE 1",1,1455725651563
"110188690","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 1","AMK AVE 3",2,1455725651623
"110188691","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 3","AMK AVE 5",1,1455725651633
"110188692","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 5","YIO CHU KANG",1,1455725651640
"110188693","CTE",1,"SLE/CTE INTERCHANGE","YIO CHU KANG","SLE/CTE INTERCHANGE",1,1455725651697
"110188694","CTE",2,"CITY","SLE/CTE INTERCHANGE","AMK AVE 5",2,1455725651703
"110188695","CTE",2,"CITY","AMK AVE 5","AMK AVE 3",1,1455725651710
"110188696","CTE",2,"CITY","AMK AVE 3","AMK AVE 1",1,1455725651763
"110188697","CTE",2,"CITY","AMK AVE 1","BRADDELL RD",2,1455725651770
"110188698","CTE",2,"CITY","BRADDELL RD","CTE/PIE INTERCHANGE",1,1455725651837
"110188699","CTE",2,"CITY","CTE/PIE INTERCHANGE","MOULMEIN RD",2,1455725651847
"110188700","CTE",2,"CITY","MOULMEIN RD","BUKIT TIMAH RD",1,1455725651903
"110188701","CTE",2,"CITY","BUKIT TIMAH RD","CAIRNHILL CIRCLE",1,1455725651910
"110188702","CTE",2,"CITY","CAIRNHILL CIRCLE","ORCHARD RD",1,1455725651953
"110188703","CTE",2,"CITY","ORCHARD RD","HAVELOCK RD",2,1455725651960
"110188704","CTE",2,"CITY","HAVELOCK RD","OUTRAM RD",1,1455725651967
"110188705","CTE",2,"CITY","OUTRAM RD","AYE/CTE INTERCHANGE",1,1455725652020
"110188706","ECP",1,"CITY","CHANGI AIRPORT","ECP/PIE INTERCHANGE",1,1455725652027
"110188707","ECP",1,"CITY","ECP/PIE INTERCHANGE","XILIN AVE",2,1455725652097
"110188708","ECP",1,"CITY","XILIN AVE","ECP SERVICE RD",1,1455725652103
"110188709","ECP",1,"CITY","ECP SERVICE RD","BEDOK RD",3,1455725652233
"110188710","ECP",1,"CITY","BEDOK RD","MARINE PARADE",2,1455725652243
"110188711","ECP",1,"CITY","MARINE PARADE","FORT RD",3,1455725652287
"110188712","ECP",1,"CITY","FORT RD","ROCHOR RD",3,1455725652297
"110188713","ECP",2,"CHANGI AIRPORT","ROCHOR RD","FORT RD",3,1455725652303
"110188714","ECP",2,"CHANGI AIRPORT","FORT RD","TANJONG KATONG ROAD",1,1455725652373
"110188715","ECP",2,"CHANGI AIRPORT","TANJONG KATONG ROAD","MARINE PARADE",1,1455725652380
"110188716","ECP",2,"CHANGI AIRPORT","MARINE PARADE","MARINE VISTA",1,1455725652387
"110188717","ECP",2,"CHANGI AIRPORT","MARINE VISTA","SIGLAP RD",1,1455725652413
"110188718","ECP",2,"CHANGI AIRPORT","SIGLAP RD","BEDOK RD",1,1455725652423
"110188719","ECP",2,"CHANGI AIRPORT","BEDOK RD","ECP SERVICE RD",1,1455725652480
"110188720","ECP",2,"CHANGI AIRPORT","ECP SERVICE RD","BAYSHORE RD",1,1455725652487
"110188721","ECP",2,"CHANGI AIRPORT","BAYSHORE RD","XILIN AVE",3,1455725652557
"110188722","ECP",2,"CHANGI AIRPORT","XILIN AVE","CHANGI AIRPORT",2,1455725652563
"110188723","KJE",1,"PIE","BKE/KJE INTERCHANGE","WOODLANDS RD",2,1455725652607
"110188724","KJE",1,"PIE","WOODLANDS RD","CHOA CHU KANG WAY",1,1455725652613
